distancia_atual;distancia_anterior;temperatura;umidade;vento;insolacao;evaporacao;chuva;datahora
284.00;108.00;22.10;40.00;1.10;8.20;4.90;0.00;02/03/2020 23:36
123.00;284.00;31.40;79.00;1.70;7.90;4.00;1.80;01/06/2020 02:02
281.00;123.00;15.90;64.10;12.90;0.80;0.40;83.50;02/10/2020 19:32
78.00;281.00;26.90;47.30;7.50;0.80;1.00;27.90;14/01/2021 16:36
235.00;78.00;16.60;46.70;14.20;0.60;0.30;105.40;04/03/2021 22:24
130.00;235.00;27.00;82.40;1.50;6.30;3.50;0.20;23/12/2023 16:45
276.00;130.00;21.80;76.80;3.10;3.40;2.00;9.50;14/01/2020 10:05
130.00;276.00;27.40;56.70;13.60;0.90;0.40;77.00;27/05/2023 20:22
81.00;130.00;15.80;73.00;3.80;3.40;2.40;6.90;12/05/2020 16:02
140.00;81.00;31.60;56.40;0.80;11.40;4.20;0.00;14/04/2023 10:06
250.00;140.00;23.10;41.80;0.70;10.60;6.80;0.00;25/05/2024 16:16
298.00;250.00;16.00;94.40;2.10;9.20;2.80;1.40;11/08/2023 05:15
166.00;298.00;16.90;81.90;2.80;3.50;2.90;8.00;18/12/2022 21:27
166.00;166.00;18.70;34.30;0.80;9.00;6.80;0.00;29/03/2023 16:34
70.00;166.00;18.30;52.80;1.00;7.60;2.60;1.30;11/11/2024 13:44
98.00;70.00;25.90;65.60;7.60;1.70;0.80;12.10;06/01/2020 22:15
134.00;98.00;30.30;61.30;3.50;2.30;2.60;7.50;11/06/2023 00:03
139.00;134.00;28.30;44.70;12.60;0.40;0.30;119.90;26/01/2025 02:26
126.00;139.00;30.50;67.90;1.50;8.50;2.20;0.50;03/03/2021 15:14
67.00;126.00;24.50;59.90;2.70;5.80;2.60;4.50;03/01/2020 13:31
56.00;67.00;26.00;92.10;8.50;0.20;0.50;74.70;22/01/2023 03:10
236.00;56.00;15.30;73.40;2.70;2.10;2.70;7.80;26/07/2020 07:42
63.00;236.00;20.10;48.00;2.00;9.30;4.10;1.30;27/09/2023 18:08
194.00;63.00;34.60;33.30;3.60;4.90;2.90;7.70;28/02/2020 05:28
132.00;194.00;28.70;84.70;8.30;0.10;0.00;55.30;30/08/2023 12:12
154.00;132.00;18.50;89.40;3.70;5.20;1.10;4.70;05/12/2021 19:35
110.00;154.00;26.40;83.20;4.70;0.60;0.00;28.80;08/10/2020 20:03
272.00;110.00;16.70;79.30;6.30;2.00;0.40;33.30;07/11/2022 19:56
137.00;272.00;33.50;54.10;6.10;1.60;1.50;26.30;04/01/2022 01:24
194.00;137.00;32.00;61.30;0.80;9.80;4.90;0.00;04/03/2022 11:19
191.00;194.00;33.60;86.90;3.20;4.30;1.10;2.10;19/09/2022 09:27
140.00;191.00;26.80;70.30;0.90;9.90;6.80;0.00;20/01/2021 10:27
63.00;140.00;30.20;87.60;1.30;8.00;3.00;1.90;22/03/2023 01:06
64.00;63.00;31.90;41.50;1.90;10.60;5.90;0.00;06/07/2024 13:37
247.00;64.00;23.40;46.70;3.40;4.10;2.10;8.20;10/09/2022 18:56
118.00;247.00;34.90;67.40;2.10;3.50;2.10;3.40;17/02/2023 07:14
171.00;118.00;18.00;80.50;2.30;8.60;3.80;0.20;02/05/2021 20:15
142.00;171.00;17.90;62.70;2.60;2.90;1.10;2.80;16/11/2024 00:54
161.00;142.00;34.80;34.20;8.80;0.20;1.00;31.20;28/03/2022 00:56
170.00;161.00;18.10;90.40;9.90;1.10;0.00;35.70;08/11/2020 07:08
124.00;170.00;18.60;83.90;9.10;1.80;0.00;14.10;26/10/2020 13:16
200.00;124.00;32.70;66.60;1.60;11.20;6.80;0.00;30/12/2022 19:31
161.00;200.00;33.70;43.10;14.50;0.10;0.40;82.90;24/11/2024 01:09
122.00;161.00;19.20;93.00;12.10;0.80;0.00;148.50;23/12/2024 23:22
151.00;122.00;28.50;35.90;1.00;11.40;4.00;0.00;29/04/2022 23:53
98.00;151.00;32.50;60.10;8.20;0.30;0.70;44.20;24/06/2021 02:43
162.00;98.00;17.00;41.60;2.90;2.30;2.60;5.50;22/06/2021 09:37
286.00;162.00;18.00;44.20;12.30;0.00;0.00;106.90;21/06/2023 20:28
248.00;286.00;32.10;64.40;3.40;3.80;1.40;3.80;12/10/2022 04:29
64.00;248.00;33.50;64.50;19.40;0.10;0.40;115.30;06/05/2022 16:25
114.00;64.00;21.80;53.10;2.50;7.60;4.50;1.20;22/11/2023 14:29
191.00;114.00;21.30;75.30;1.10;9.90;4.10;0.30;04/04/2025 17:41
233.00;191.00;34.20;54.30;6.50;2.10;0.40;47.30;17/04/2020 03:54
96.00;233.00;34.10;82.60;2.90;8.90;4.70;1.80;12/07/2021 03:18
92.00;96.00;31.30;64.50;3.20;4.10;1.60;7.30;18/04/2020 21:40
255.00;92.00;22.00;72.60;1.30;7.60;4.50;1.50;01/11/2021 16:22
82.00;255.00;34.60;30.60;8.30;1.30;0.70;43.50;15/06/2020 15:51
188.00;82.00;25.20;49.60;1.30;8.10;2.50;1.50;04/11/2020 20:55
51.00;188.00;24.20;40.40;9.50;0.90;0.60;147.00;29/12/2022 14:38
188.00;51.00;31.10;64.50;3.20;4.70;1.80;4.10;05/11/2022 20:43
89.00;188.00;20.10;63.30;13.00;0.30;0.70;125.60;22/11/2020 22:23
184.00;89.00;27.30;78.70;1.70;9.80;4.90;0.00;04/07/2021 13:27
293.00;184.00;31.70;31.90;0.80;10.20;5.50;0.00;24/08/2023 07:00
193.00;293.00;30.70;53.70;15.40;0.20;0.30;128.10;18/07/2022 15:01
259.00;193.00;15.10;55.90;2.10;5.70;2.20;8.40;10/04/2021 16:04
105.00;259.00;28.10;52.20;1.00;9.40;3.60;0.40;23/05/2020 23:18
150.00;105.00;34.10;63.00;2.40;4.60;2.30;2.30;25/08/2020 19:57
157.00;150.00;18.00;87.40;1.40;8.70;4.60;0.10;21/01/2022 05:42
125.00;157.00;27.10;48.10;9.20;0.40;0.90;127.20;28/11/2023 08:32
141.00;125.00;34.80;84.10;4.20;1.30;1.30;23.40;05/08/2024 22:17
252.00;141.00;19.60;61.10;3.40;5.30;2.10;7.90;10/01/2021 12:44
88.00;252.00;15.50;79.50;1.90;9.00;6.80;0.00;24/02/2024 20:48
98.00;88.00;29.00;40.70;1.90;9.80;2.10;0.30;30/12/2023 21:10
93.00;98.00;22.70;34.70;12.10;0.30;0.20;139.20;21/02/2024 07:17
175.00;93.00;31.00;75.10;3.00;4.00;2.70;4.50;20/09/2024 18:18
190.00;175.00;25.30;51.20;4.50;2.00;1.20;40.50;27/06/2021 20:11
149.00;190.00;31.10;77.00;2.30;6.00;4.40;0.10;01/12/2021 13:36
64.00;149.00;17.60;47.70;8.10;2.10;0.40;49.30;05/04/2020 14:47
78.00;64.00;24.90;33.10;1.90;11.00;4.80;0.00;25/03/2021 17:13
218.00;78.00;32.80;63.70;1.80;7.90;4.30;0.30;27/04/2022 04:56
291.00;218.00;20.40;61.10;3.90;5.20;1.40;6.20;05/07/2021 00:43
277.00;291.00;16.60;74.50;9.40;0.50;0.90;113.30;29/09/2020 15:18
100.00;277.00;19.70;34.50;0.50;8.40;4.40;0.00;30/03/2022 23:17
58.00;100.00;31.30;61.90;3.80;2.40;2.30;8.50;09/06/2022 04:55
177.00;58.00;33.40;58.10;19.70;0.60;0.30;97.50;05/11/2022 22:03
98.00;177.00;21.60;66.30;10.70;0.10;0.50;76.70;15/08/2023 05:41
217.00;98.00;16.30;39.80;1.60;9.50;6.50;0.00;26/05/2023 08:44
71.00;217.00;21.40;61.40;2.10;3.70;2.20;5.20;07/02/2023 11:12
66.00;71.00;21.00;62.10;2.60;4.40;1.50;6.70;05/05/2022 06:59
299.00;66.00;34.80;84.90;1.80;8.30;6.00;0.00;09/08/2024 05:12
140.00;299.00;21.30;56.90;14.70;0.60;0.30;90.60;16/06/2021 13:19
138.00;140.00;17.60;36.60;6.60;0.50;0.00;25.70;12/03/2023 00:47
238.00;138.00;31.80;56.20;2.60;5.10;1.70;2.90;12/12/2023 21:13
103.00;238.00;19.10;65.80;14.80;0.60;0.10;63.00;18/09/2024 10:40
210.00;103.00;34.40;78.60;9.70;0.40;0.10;84.20;24/08/2024 08:59
229.00;210.00;18.30;32.50;8.00;1.50;1.10;42.30;21/04/2022 05:32
104.00;229.00;21.20;34.50;9.60;0.70;0.10;107.30;20/06/2024 08:39
142.00;104.00;28.20;57.40;5.20;1.70;0.20;36.60;01/07/2020 10:39
170.00;142.00;17.00;37.40;2.80;9.90;3.10;1.50;24/08/2023 12:46
66.00;170.00;31.90;33.70;17.10;0.80;0.50;82.20;09/04/2024 11:12
282.00;66.00;29.90;56.10;1.90;9.10;3.50;0.70;14/06/2021 11:48
211.00;282.00;25.00;77.60;2.60;4.90;1.00;7.30;25/05/2023 13:55
79.00;211.00;23.90;84.20;1.80;7.80;3.10;0.70;12/03/2020 21:01
240.00;79.00;20.60;91.40;5.50;1.30;0.20;27.20;17/05/2024 21:54
240.00;240.00;16.70;49.30;0.90;11.80;5.30;0.00;19/07/2024 15:04
59.00;240.00;17.60;47.20;1.50;11.90;6.40;0.00;21/09/2024 18:54
225.00;59.00;21.50;74.70;8.80;1.60;1.60;36.60;01/07/2024 19:44
219.00;225.00;18.90;76.90;19.20;0.40;0.60;122.00;10/07/2021 04:44
113.00;219.00;18.50;53.80;15.70;0.50;0.10;60.50;15/03/2023 11:31
53.00;113.00;21.70;93.70;1.00;11.70;4.50;0.00;10/10/2021 19:28
98.00;53.00;32.90;48.10;3.00;5.70;2.10;4.10;01/12/2024 09:28
267.00;98.00;18.00;35.30;15.60;0.00;0.80;137.60;29/12/2022 17:22
180.00;267.00;19.60;36.50;0.80;11.60;4.20;0.00;15/10/2023 23:58
192.00;180.00;34.00;51.60;1.40;10.70;6.70;0.00;22/06/2024 14:34
275.00;192.00;18.80;87.00;1.60;6.60;2.40;1.10;28/07/2021 10:49
201.00;275.00;17.70;59.20;12.20;0.00;0.80;108.70;24/02/2021 16:45
238.00;201.00;30.50;65.10;3.30;3.20;1.90;5.30;27/01/2024 03:46
109.00;238.00;32.80;73.60;8.90;1.30;0.60;14.80;29/10/2020 16:05
243.00;109.00;26.50;33.60;3.50;3.00;1.40;2.20;18/12/2023 02:13
107.00;243.00;19.30;55.80;3.50;3.00;2.10;9.80;13/08/2021 11:37
257.00;107.00;30.50;74.70;0.90;10.70;5.00;0.00;16/01/2020 07:52
130.00;257.00;15.00;70.00;3.30;2.20;2.50;9.20;04/06/2023 14:44
282.00;130.00;15.50;85.70;1.30;8.60;5.40;0.00;17/10/2021 15:56
101.00;282.00;24.00;88.60;1.40;10.40;4.70;0.00;15/02/2025 07:07
169.00;101.00;26.30;78.10;18.40;0.40;0.50;105.50;28/02/2024 04:16
221.00;169.00;33.30;88.80;8.90;0.10;0.30;63.50;11/09/2021 11:59
204.00;221.00;21.20;69.10;15.50;0.60;0.30;109.10;07/08/2022 06:30
152.00;204.00;21.70;39.80;9.00;1.00;1.40;14.10;13/05/2024 07:32
102.00;152.00;31.40;79.50;2.50;4.40;1.10;8.60;11/03/2023 14:38
137.00;102.00;20.50;61.80;9.40;2.10;0.70;23.40;18/10/2023 01:35
232.00;137.00;20.10;45.60;6.20;0.20;1.10;40.30;12/12/2020 19:49
87.00;232.00;20.90;83.80;4.80;1.40;0.50;37.00;04/06/2020 08:32
264.00;87.00;18.80;46.00;5.90;1.70;0.30;29.60;11/03/2024 06:59
198.00;264.00;15.40;69.80;16.20;0.10;0.80;122.40;08/10/2022 00:39
288.00;198.00;15.40;31.80;15.30;0.10;0.50;92.90;08/09/2023 08:20
71.00;288.00;16.20;90.20;8.90;0.20;0.80;107.00;17/12/2024 04:51
298.00;71.00;17.20;77.90;18.50;0.00;0.10;68.60;24/06/2021 18:37
140.00;298.00;31.90;66.20;0.70;10.30;5.00;0.00;25/01/2021 23:38
53.00;140.00;15.70;79.60;1.00;9.10;6.70;0.00;12/08/2023 15:21
262.00;53.00;34.10;93.10;10.30;0.20;0.60;86.80;14/12/2023 12:51
192.00;262.00;31.50;84.50;10.80;0.20;0.70;118.10;13/07/2021 23:24
183.00;192.00;18.30;41.10;1.00;9.20;3.10;1.70;28/09/2020 20:42
232.00;183.00;29.70;85.00;2.80;9.20;4.40;0.30;24/05/2020 21:56
142.00;232.00;33.60;45.40;4.80;2.10;1.90;37.90;02/07/2021 15:37
167.00;142.00;25.20;36.50;2.10;3.40;1.70;9.60;07/05/2021 04:06
64.00;167.00;26.50;78.70;4.80;1.00;1.80;31.50;26/03/2025 08:42
96.00;1.99;34.40;41.00;1.60;9.60;3.40;0.40;29/02/2020 19:37
144.00;96.00;25.70;65.30;4.90;2.40;0.70;37.60;01/12/2021 12:56
81.00;144.00;25.50;54.90;14.00;0.50;0.90;55.60;18/03/2023 22:52
282.00;81.00;28.60;55.30;1.10;11.90;5.70;0.00;15/08/2020 03:40
258.00;282.00;34.40;68.40;2.00;3.10;2.80;3.70;01/02/2020 18:03
64.00;258.00;26.90;71.50;4.60;1.20;0.80;22.00;28/04/2024 08:00
62.00;64.00;31.80;90.10;3.30;2.40;2.90;3.20;16/07/2024 16:36
232.00;62.00;34.10;47.80;0.60;10.60;5.40;0.00;22/09/2024 04:53
59.00;232.00;22.20;72.10;1.30;8.60;4.50;1.70;17/02/2021 04:57
181.00;59.00;30.30;75.20;2.10;5.30;2.60;8.70;06/02/2023 17:11
280.00;181.00;28.20;68.40;1.00;6.50;2.50;1.40;28/02/2023 20:23
240.00;280.00;25.00;77.10;0.60;10.80;5.10;0.00;11/03/2020 12:48
67.00;240.00;23.20;59.80;0.80;9.20;5.90;0.00;11/03/2021 23:38
245.00;67.00;32.30;79.40;6.70;2.90;1.90;26.70;22/12/2021 16:05
164.00;245.00;21.10;94.60;8.90;0.20;1.70;47.80;20/09/2020 19:24
128.00;164.00;17.00;87.00;4.20;1.50;1.00;49.10;05/12/2024 09:23
62.00;128.00;31.80;30.10;8.50;0.70;1.80;40.50;27/08/2023 15:02
105.00;62.00;18.00;67.50;2.30;2.20;2.10;2.90;06/01/2020 06:08
281.00;105.00;30.10;48.00;1.10;8.90;5.80;0.00;12/07/2020 12:57
138.00;281.00;19.40;40.70;1.60;8.60;4.70;1.60;25/09/2020 10:04
86.00;138.00;19.90;33.20;2.10;4.90;1.60;4.40;09/01/2021 08:13
257.00;86.00;17.00;44.30;1.00;11.50;6.70;0.00;28/06/2024 02:14
83.00;257.00;16.80;37.20;1.80;7.90;3.90;0.50;05/09/2022 07:26
149.00;83.00;29.10;40.80;2.80;4.50;1.50;9.90;04/09/2023 20:46
158.00;149.00;18.20;45.80;1.70;11.50;4.20;0.00;05/11/2024 11:36
154.00;158.00;28.60;56.00;10.10;0.40;0.90;107.10;26/06/2021 08:38
99.00;154.00;16.70;80.20;1.60;8.30;2.20;1.70;02/02/2023 06:07
83.00;99.00;31.70;75.00;1.00;8.50;6.80;0.00;18/11/2020 20:02
221.00;83.00;21.30;38.80;1.80;7.40;2.90;1.60;25/06/2021 21:48
274.00;221.00;25.90;92.10;15.70;0.40;0.40;68.60;05/02/2024 06:34
238.00;274.00;33.60;73.60;15.10;0.10;0.50;104.10;12/06/2020 04:50
187.00;238.00;29.10;91.70;1.50;6.60;2.20;1.30;11/12/2022 18:13
210.00;187.00;19.40;75.60;1.40;8.60;2.50;0.60;12/02/2024 14:42
208.00;210.00;34.30;57.00;4.10;0.30;0.80;34.00;12/07/2021 16:14
115.00;208.00;19.90;55.40;4.60;0.30;1.40;28.20;31/12/2023 23:21
107.00;115.00;24.30;48.90;1.90;10.20;6.10;0.00;01/09/2022 13:36
223.00;107.00;20.00;56.00;1.90;10.90;6.60;0.00;10/04/2024 02:57
130.00;223.00;32.30;91.10;2.10;2.40;2.40;4.80;03/06/2021 11:00
80.00;130.00;33.60;51.50;1.60;9.30;6.20;0.00;12/04/2021 08:37
55.00;80.00;28.80;43.70;6.60;0.30;1.20;33.70;07/10/2024 06:22
138.00;55.00;21.20;45.30;7.90;2.30;1.50;47.80;05/02/2021 22:43
209.00;138.00;18.60;30.70;9.80;1.90;0.50;30.00;24/02/2020 08:18
167.00;209.00;18.90;36.90;1.40;8.30;3.10;0.70;10/03/2022 09:07
125.00;167.00;28.40;44.60;12.60;0.40;0.10;76.00;13/09/2024 15:12
295.00;125.00;30.80;30.30;2.80;4.70;1.90;8.40;30/12/2023 12:38
77.00;295.00;26.70;38.60;1.80;9.30;2.00;1.30;19/09/2021 19:24
172.00;77.00;17.80;61.80;12.50;0.00;0.30;123.10;18/09/2024 01:06
91.00;172.00;29.00;92.40;5.00;1.30;1.00;22.30;30/12/2024 18:45
179.00;91.00;23.40;53.50;2.60;3.20;1.10;7.30;29/04/2023 16:24
133.00;179.00;17.10;81.60;2.60;3.50;1.10;3.10;24/02/2022 18:47
243.00;133.00;20.40;57.80;8.50;0.60;1.80;37.30;27/05/2024 12:21
82.00;243.00;20.30;94.10;2.20;4.60;2.60;7.70;12/06/2021 19:18
214.00;82.00;16.40;35.60;1.80;11.20;4.70;0.00;15/01/2022 19:41
221.00;214.00;17.20;47.70;0.70;10.60;4.80;0.00;20/10/2021 05:04
297.00;221.00;22.80;85.60;3.80;2.40;1.60;6.30;15/08/2024 00:04
77.00;297.00;20.90;91.10;2.80;4.80;2.10;6.00;20/08/2022 19:38
234.00;77.00;27.80;81.20;9.10;1.30;1.90;22.60;22/04/2022 16:43
217.00;234.00;33.00;92.20;10.30;0.70;0.30;107.90;09/10/2024 19:25
294.00;217.00;26.00;55.00;2.60;8.00;4.30;0.40;09/10/2020 19:38
65.00;294.00;27.90;94.60;19.30;0.40;0.80;83.00;09/12/2021 21:09
296.00;65.00;22.70;76.80;2.10;6.80;2.80;0.90;23/10/2020 11:12
248.00;296.00;24.50;69.90;1.90;7.60;2.00;1.50;10/12/2023 00:10
155.00;248.00;19.80;41.60;7.10;0.40;1.60;49.60;14/03/2020 22:04
85.00;155.00;34.60;51.80;3.40;4.30;1.90;6.10;07/12/2023 05:35
294.00;85.00;17.10;30.50;17.20;0.40;0.30;63.50;28/11/2023 04:37
249.00;294.00;27.80;51.70;1.30;8.20;3.40;0.70;02/07/2023 18:14
66.00;249.00;26.90;39.70;1.00;6.80;4.00;0.60;03/01/2022 02:59
165.00;66.00;23.80;67.90;9.10;0.20;0.10;25.90;14/07/2024 05:15
198.00;165.00;21.30;57.50;1.90;9.20;3.10;0.40;14/10/2020 17:00
120.00;198.00;19.30;74.90;16.60;0.10;0.10;59.80;09/11/2022 17:55
159.00;120.00;34.10;49.60;8.80;0.40;1.00;19.70;13/07/2021 23:40
150.00;159.00;33.90;87.90;18.50;0.40;0.90;142.10;30/12/2021 06:10
134.00;150.00;23.60;41.40;1.70;9.20;4.10;0.00;29/06/2023 06:24
290.00;134.00;27.10;33.50;2.00;8.50;4.00;1.30;27/05/2022 02:06
94.00;290.00;18.70;87.30;3.60;5.80;2.20;9.60;02/08/2023 17:01
297.00;94.00;32.00;71.00;5.90;0.20;0.80;21.50;17/10/2021 08:55
215.00;297.00;19.60;60.70;1.50;10.00;6.60;0.00;03/03/2023 01:13
149.00;215.00;25.30;85.20;8.40;0.60;0.40;62.50;15/09/2021 18:35
115.00;149.00;32.00;90.90;11.70;0.30;0.50;123.00;20/12/2024 17:10
297.00;115.00;34.40;44.90;1.70;8.40;4.80;0.00;25/10/2023 07:21
255.00;297.00;18.00;41.30;2.00;8.10;2.30;1.50;19/06/2021 11:48
238.00;255.00;19.10;41.70;3.90;4.80;1.40;9.40;24/08/2023 00:12
220.00;238.00;26.00;87.00;2.60;7.80;2.60;0.10;09/01/2023 18:27
79.00;220.00;26.00;60.40;2.40;9.10;3.40;1.40;17/03/2025 18:28
53.00;79.00;30.90;45.10;13.00;0.50;0.10;88.60;05/08/2024 17:12
131.00;53.00;33.00;81.80;5.50;0.80;1.60;27.40;02/07/2020 07:36
116.00;131.00;22.10;81.40;14.70;0.80;0.40;53.70;17/06/2020 04:38
108.00;116.00;18.30;67.20;2.20;8.30;2.20;0.20;04/03/2024 12:41
211.00;108.00;15.40;73.50;4.80;2.10;0.30;29.60;15/01/2021 20:29
185.00;211.00;23.00;89.60;3.40;3.00;2.80;3.10;10/08/2022 03:18
268.00;185.00;34.40;64.40;0.60;11.50;6.20;0.00;12/07/2020 09:53
232.00;268.00;28.60;65.80;3.50;4.00;1.60;7.80;18/03/2022 18:23
199.00;232.00;27.50;30.00;2.00;9.80;3.80;1.00;30/09/2024 04:53
55.00;199.00;15.30;76.20;9.60;0.70;1.60;48.90;08/03/2024 06:28
96.00;55.00;20.90;51.90;6.80;2.00;1.10;27.80;03/04/2021 09:28
251.00;96.00;27.70;89.20;1.40;9.20;3.90;1.00;22/12/2024 15:45
202.00;251.00;31.80;81.30;3.20;4.90;1.80;2.30;23/02/2021 19:40
299.00;202.00;22.20;88.60;16.80;0.50;0.20;134.90;28/01/2022 01:59
166.00;299.00;28.80;55.80;13.80;0.20;0.30;137.20;20/08/2024 08:17
238.00;166.00;18.70;89.50;1.90;10.40;5.70;0.00;08/07/2024 00:33
126.00;238.00;20.20;78.30;1.50;10.20;6.00;0.00;09/04/2023 04:28
205.00;126.00;33.20;46.60;7.50;2.50;0.70;28.60;24/08/2024 05:14
282.00;205.00;34.20;63.60;1.40;11.00;5.80;0.00;26/03/2023 23:11
137.00;282.00;25.60;84.70;3.60;4.60;2.20;5.00;14/10/2022 04:08
263.00;137.00;17.30;66.20;2.20;7.80;2.40;0.60;21/04/2021 19:42
164.00;263.00;31.80;84.30;0.60;11.90;4.00;0.00;23/01/2025 23:33
73.00;164.00;26.40;90.70;8.60;0.10;0.40;13.90;08/05/2023 07:44
115.00;73.00;16.90;56.10;2.10;9.10;4.70;0.60;09/07/2021 00:37
77.00;115.00;28.20;89.90;1.50;9.70;2.70;1.40;04/04/2021 10:15
215.00;77.00;28.40;78.60;5.10;2.20;1.60;37.80;03/04/2025 01:19
200.00;215.00;25.60;80.10;17.90;0.20;0.50;98.60;12/08/2021 17:07
180.00;200.00;17.30;80.40;2.20;4.50;1.80;8.80;12/11/2024 19:28
74.00;180.00;28.90;30.10;14.00;0.60;0.00;84.50;05/05/2021 16:16
186.00;74.00;24.60;94.00;1.30;8.40;4.30;1.70;16/03/2021 11:19
170.00;186.00;17.70;69.30;9.50;2.60;1.20;49.00;15/03/2025 15:52
209.00;170.00;27.10;54.10;14.20;0.10;0.30;95.30;22/06/2021 23:42
163.00;209.00;25.20;73.40;2.50;7.60;3.70;1.80;07/09/2024 13:09
79.00;163.00;29.20;57.10;11.50;0.80;0.00;98.30;30/04/2021 15:04
68.00;79.00;29.90;64.60;2.70;4.30;2.10;6.80;22/02/2022 09:33
229.00;68.00;24.10;89.60;12.20;0.90;0.40;94.70;13/04/2023 14:36
74.00;229.00;15.70;87.70;5.70;2.10;0.10;17.20;03/09/2022 16:53
108.00;74.00;28.70;47.20;2.50;3.30;2.90;8.60;15/05/2020 02:29
237.00;108.00;21.40;90.50;18.60;0.20;0.70;61.60;27/09/2021 05:45
276.00;237.00;25.30;58.10;8.80;0.90;0.90;76.00;28/01/2025 15:52
80.00;276.00;22.90;61.70;14.90;0.70;0.60;140.00;08/03/2021 22:31
121.00;80.00;19.00;93.90;3.80;4.40;2.00;4.30;18/03/2020 13:50
180.00;121.00;27.90;48.00;3.20;2.80;1.00;9.90;16/11/2023 14:45
81.00;180.00;22.90;88.00;1.20;8.80;3.90;0.10;09/02/2024 09:02
287.00;81.00;19.60;33.00;1.80;8.70;2.70;0.80;19/10/2020 12:50
247.00;287.00;30.40;82.70;1.30;9.90;4.10;0.10;10/12/2020 02:00
76.00;247.00;31.40;32.30;2.50;7.30;2.60;1.90;21/09/2021 09:53
187.00;76.00;21.10;61.40;2.30;7.00;4.60;1.70;03/07/2024 15:59
241.00;187.00;28.60;83.80;15.70;0.40;0.70;71.10;25/09/2024 13:08
158.00;241.00;19.70;87.60;4.10;1.10;1.10;37.90;18/06/2024 22:38
51.00;158.00;26.60;82.10;2.40;5.90;2.40;5.60;18/02/2022 04:10
189.00;51.00;33.70;54.20;0.60;9.50;4.50;0.00;26/02/2025 18:29
133.00;189.00;21.70;90.60;19.60;0.90;0.50;105.90;17/04/2024 17:10
293.00;133.00;29.40;55.70;5.10;1.30;0.10;13.90;04/05/2020 21:25
133.00;293.00;18.70;69.50;2.90;9.90;2.20;0.90;04/01/2023 04:56
173.00;133.00;27.50;69.10;2.90;3.60;1.20;5.40;02/06/2020 13:31
236.00;173.00;33.20;70.20;2.90;3.20;1.90;2.80;06/06/2023 08:56
206.00;236.00;30.00;40.20;5.50;1.00;0.90;17.10;23/11/2020 21:44
291.00;206.00;26.20;33.70;16.90;0.20;0.90;127.80;18/08/2022 04:19
69.00;291.00;26.70;63.50;2.10;4.00;1.50;9.40;10/07/2023 08:06
147.00;69.00;27.20;88.50;9.30;2.50;0.20;42.30;25/04/2020 15:49
286.00;147.00;31.40;91.70;13.50;0.70;0.60;122.20;24/06/2024 07:46
249.00;286.00;19.00;48.00;7.90;1.20;0.30;21.50;27/10/2022 18:51
53.00;249.00;34.40;48.70;6.80;1.70;1.00;37.10;25/01/2021 01:59
293.00;53.00;17.40;51.50;7.00;2.20;0.70;10.60;08/03/2023 09:43
119.00;293.00;15.50;89.40;2.70;5.20;1.50;5.30;15/03/2022 17:53
219.00;119.00;23.80;35.70;4.00;2.40;0.40;45.00;16/12/2024 22:57
89.00;219.00;17.50;67.20;19.40;0.90;0.30;111.20;09/09/2023 21:22
154.00;89.00;33.90;82.20;0.80;9.40;4.60;0.00;10/07/2022 11:28
262.00;154.00;31.30;67.10;1.80;8.10;6.80;0.00;20/03/2024 21:20
264.00;262.00;24.30;82.50;14.90;0.90;0.40;103.00;19/05/2023 07:00
181.00;264.00;32.70;44.90;6.80;2.50;1.10;11.20;20/11/2021 19:38
80.00;181.00;34.30;66.20;2.10;7.30;4.10;0.80;18/11/2023 05:11
286.00;80.00;22.00;90.90;16.00;0.40;0.80;81.00;07/09/2023 19:25
234.00;286.00;16.60;80.40;12.80;0.70;0.80;78.20;21/12/2021 06:57
146.00;234.00;34.10;62.10;8.70;2.00;0.10;28.20;10/07/2021 07:55
252.00;146.00;20.60;55.30;1.90;9.10;4.80;0.00;14/02/2024 09:05
189.00;252.00;32.90;42.00;4.10;0.30;1.50;31.60;22/06/2021 15:21
93.00;189.00;20.30;45.80;2.00;3.60;1.70;7.20;02/06/2020 01:32
179.00;93.00;27.90;89.50;3.10;5.80;2.90;3.20;20/04/2021 18:20
280.00;179.00;18.80;32.50;2.90;2.70;1.10;6.60;12/12/2024 00:21
238.00;280.00;27.10;52.60;1.90;10.20;6.30;0.00;17/09/2021 11:34
99.00;238.00;21.80;63.70;2.60;3.20;1.40;7.50;02/04/2025 03:06
272.00;99.00;17.80;31.80;12.00;0.10;0.90;53.80;29/05/2024 04:31
118.00;272.00;25.90;56.10;2.30;5.80;1.60;8.90;19/02/2024 08:35
116.00;118.00;21.00;78.30;1.80;6.70;4.70;1.20;25/06/2020 08:39
283.00;116.00;25.90;65.50;10.30;0.00;0.10;102.20;21/06/2023 20:21
72.00;283.00;31.90;70.70;10.70;0.80;0.30;53.30;03/10/2023 07:19
156.00;72.00;19.70;94.40;9.70;1.00;0.20;38.90;10/03/2025 14:26
78.00;156.00;17.20;91.80;3.30;4.30;2.80;8.60;20/04/2024 08:34
106.00;78.00;30.70;94.30;1.30;6.50;4.60;1.70;29/10/2021 16:04
251.00;106.00;22.20;59.50;6.20;2.90;0.50;33.20;20/12/2020 23:16
180.00;251.00;32.80;93.40;3.00;3.20;2.70;2.60;28/03/2023 08:18
147.00;180.00;23.40;68.10;0.60;11.90;5.50;0.00;14/02/2025 08:36
