Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(Â°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(Â°C);TEMPERATURA MINIMA, DIARIA(Â°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);UMIDADE DO SOLO ESTIMADA;MEDIA DIARIA DE VAZ�O
17/09/1961;0,8;0;0.0;22,6;20.1;19,2;86.3;78.0;2;0.0;76.1
18/09/1961;0,9;0;0.3;19,3;17.3;16,1;93.3;87.0;2,3;15.295.081.967.213.100;76.2
19/09/1961;0,6;0;1.0;18;17.1;15,8;89.8;83.0;2,3;4.961.325.966.850.820;76.44
20/09/1961;0,8;5,9;13.5;24,5;19.0;16;85.3;74.0;1,7;575.775;80.63
21/09/1961;1;0;12.7;20,4;18.1;17,2;88.3;85.0;2;58.712.565.445.026.100;80.36
22/09/1961;1,3;1,4;0.0;19,2;17.1;16,1;72.0;68.0;3,7;0.0;76.1
23/09/1961;2,2;10,4;0.0;23,7;18.9;14,5;73.3;64.0;3,7;0.0;76.1
24/09/1961;2;1,2;5.8;23,6;19.6;17,4;88.0;78.0;1,3;2.477.669.902.912.620;78.05
25/09/1961;0,9;7,9;0.0;28,7;22.3;17;82.0;68.0;0,3;0.0;76.1
26/09/1961;1,7;0;32.8;24,5;19.8;18,4;90.8;81.0;1;14.318.461.538.461.500;87.11
27/09/1961;0,8;2,5;22.5;24,2;20.1;17,8;88.5;70.0;1,3;9.437.203.791.469.190;83.65
28/09/1961;1;0;6.8;20,2;15.4;12,9;93.3;93.0;6,3;3.868.536.585.365.850;78.38
29/09/1961;0,6;0,5;27.2;17,2;13.5;12,6;88.5;71.0;1,3;16.601.379.310.344.800;85.23
30/09/1961;0,9;10,1;2.4;22;15.6;10,8;78.5;55.0;1,7;11.349.397.590.361.400;76.91
01/10/1961;2,2;10,6;0.0;26,4;18.5;10,8;74.8;49.0;0,3;0.0;76.1
02/10/1961;1,7;10,6;0.0;30,8;22.2;14,1;64.8;49.0;1,7;0.0;76.1
03/10/1961;3,4;10;0.0;24,9;20.8;17;84.0;65.0;3,3;0.0;76.1
04/10/1961;1,8;11;0.0;30,2;23.5;18,8;74.5;48.0;0;0.0;76.1
05/10/1961;1,7;9,7;0.0;30,7;24.1;18,3;81.0;60.0;0;0.0;76.1
06/10/1961;2;4,6;12.0;27,4;21.9;20;93.0;89.0;2;48.733.624.454.148.400;80.13
07/10/1961;0,8;0;18.1;20,2;19.6;18,6;95.8;93.0;1,3;8.417.378.640.776.690;82.18
08/10/1961;0,5;8,5;23.5;24,8;21.0;19,6;84.0;75.0;5;8.972.727.272.727.270;83.99
09/10/1961;1,9;10,2;0.0;26,8;22.5;19,4;81.3;68.0;2,3;0.0;76.1
10/10/1961;2;0;11.6;22,2;20.1;19;92.0;87.0;1,3;505.781.990.521.327;80.0
11/10/1961;0,4;2;8.4;25,3;20.9;18;91.0;80.0;0,3;349.041.095.890.411;78.92
12/10/1961;1;6,2;7.6;28,2;22.1;19,4;79.8;61.0;0,3;2.625.454.545.454.540;78.65
13/10/1961;1,6;7;0.0;26,2;21.9;17,4;83.0;72.0;3,3;0.0;76.1
14/10/1961;2;4,4;3.8;27;21.1;18,8;71.3;55.0;3;1.225.972.850.678.730;77.38
15/10/1961;2,8;3,3;4.7;21,6;18.4;16,6;74.3;61.0;2;18.000.515.463.917.500;77.68
16/10/1961;2,4;10,7;0.0;24,2;20.1;17,2;72.0;64.0;5,7;0.0;76.1
17/10/1961;2,5;1,1;3.6;24;20.7;17,8;84.8;72.0;1;14.068.202.764.976.900;77.31
18/10/1961;1,5;10,7;0.0;25,3;20.8;18,1;70.0;52.0;1,7;0.0;76.1
19/10/1961;2,5;8,3;0.0;27,6;21.3;14;75.8;61.0;2;0.0;76.1
20/10/1961;2,5;1,7;31.5;25;21.9;20,2;94.3;84.0;3,3;12.971.397.379.912.600;86.67
21/10/1961;0,7;0;25.9;21,9;18.3;16;95.0;94.0;1;12.748.704.663.212.400;84.79
22/10/1961;1,1;8;2.0;21,3;17.9;14,5;74.0;59.0;4,3;7.830.687.830.687.830;76.77
23/10/1961;2;5,6;0.0;24,9;20.1;15,4;76.0;66.0;2,7;0.0;76.1
24/10/1961;2,2;1;0.0;23,5;20.8;17,7;89.5;76.0;0;0.0;76.1
25/10/1961;0,8;2,7;19.7;25;21.8;18,7;83.0;74.0;2;7.171.491.228.070.170;82.71
26/10/1961;1,6;10,5;0.0;29,6;22.7;18,2;74.3;42.0;0,7;0.0;76.1
27/10/1961;2,6;11,3;0.0;32,2;24.2;16,8;55.5;45.0;0,7;0.0;76.1
28/10/1961;3,5;11,3;0.0;31,9;23.5;17;68.0;45.0;2,3;0.0;76.1
29/10/1961;3,5;11,1;0.0;30,6;23.5;18,3;76.8;64.0;0,3;0.0;76.1
30/10/1961;2;4,9;0.0;29,6;23.5;19,3;83.0;68.0;0,3;0.0;76.1
31/10/1961;1,8;1,2;10.1;24,6;21.8;20;87.8;77.0;3,3;388.938.596.491.228;79.49
01/11/1961;1,2;2,9;12.1;27,5;24.2;20,6;82.8;78.0;1;3.975.714.285.714.280;80.16
02/11/1961;1,5;10,3;0.0;31,4;25.6;21,8;74.3;58.0;1,3;0.0;76.1
03/11/1961;2,3;10,2;0.0;31,2;25.8;21,6;76.3;58.0;1;0.0;76.1
04/11/1961;2,7;4,9;0.0;29,6;23.9;21,4;79.0;78.0;3;0.0;76.1
05/11/1961;2,2;0;16.2;22;17.8;16,2;90.3;80.0;3;7.781.170.212.765.950;81.54
06/11/1961;0,6;11,1;7.3;22,3;18.4;15,6;71.3;59.0;1,7;2.682.938.144.329.890;78.55
07/11/1961;2,3;11;0.0;26,7;19.2;12;69.0;43.0;0,7;0.0;76.1
08/11/1961;3;11,1;0.0;26,8;20.0;13,6;69.5;55.0;2;0.0;76.1
09/11/1961;3,1;10,1;0.0;28,3;22.5;17,2;74.5;62.0;2;0.0;76.1
10/11/1961;2,8;3,2;0.0;24,6;21.8;20,3;77.0;73.0;1,7;0.0;76.1
11/11/1961;1,8;9,9;0.0;23,3;19.3;17,5;70.3;57.0;1,7;0.0;76.1
12/11/1961;2,6;10,5;0.0;23,5;19.1;15,2;68.0;54.0;1;0.0;76.1
13/11/1961;2,6;8,8;0.0;27,5;21.2;13,8;70.0;59.0;2;0.0;76.1
14/11/1961;2,4;5,4;7.3;26,1;20.8;17,7;68.0;54.0;0,7;2.277.064.220.183.480;78.55
15/11/1961;2,1;10,9;0.5;28,8;22.4;15;62.5;40.0;0,3;13.354.700.854.700.800;76.27
16/11/1961;3,9;11,3;0.0;27,2;21.5;17,1;65.0;50.0;3;0.0;76.1
17/11/1961;3,3;11,4;0.0;29,3;22.3;16,8;66.5;53.0;2;0.0;76.1
18/11/1961;3,7;11,4;0.0;32,3;24.7;18;59.3;42.0;2,3;0.0;76.1
19/11/1961;4,2;8,3;0.0;34,1;25.3;19,8;70.5;47.0;2,3;0.0;76.1
20/11/1961;3;1,4;4.9;26,1;22.9;21,6;84.0;77.0;0,7;17.221.757.322.175.700;77.75
21/11/1961;1,5;9,3;0.2;29,4;23.7;19,9;75.3;58.0;3;0.6097165991902834;76.17
22/11/1961;1,5;0;0.9;25,8;22.8;20,7;89.8;85.0;1;33.957.983.193.277.300;76.4
23/11/1961;1,1;10,9;1.5;31,6;24.7;20,8;76.3;57.0;1;4.453.307.392.996.100;76.61
24/11/1961;2,5;7,3;0.0;31,9;24.4;20,1;79.5;58.0;0,7;0.0;76.1
25/11/1961;2;8;4.6;31,7;25.7;21,5;79.0;59.0;1,3;13.610.486.891.385.700;77.65
26/11/1961;2,4;4;0.0;26,9;24.3;22,6;87.5;83.0;0,7;0.0;76.1
27/11/1961;0,9;12,2;8.0;29,3;23.0;18,6;72.5;51.0;3;24.166.666.666.666.600;78.79
28/11/1961;2,9;7,3;0.0;31,5;24.4;20,8;78.5;57.0;0,7;0.0;76.1
29/11/1961;1,9;8,2;10.9;29,3;24.1;21;82.0;64.0;1,7;3.560.956.175.298.800;79.76
30/11/1961;1,4;7,9;18.4;29,7;24.2;20,1;77.0;56.0;2,7;5.622.222.222.222.220;82.28
01/12/1961;2,3;3,6;15.3;29,2;24.6;20,2;78.5;73.0;0,7;4.691.601.562.499.990;81.24
02/12/1961;2;8;0.0;26,3;23.5;22,2;82.8;74.0;1,3;0.0;76.1
03/12/1961;2;11,9;9.0;25;21.0;19,2;61.3;39.0;4,3;25.077.272.727.272.700;79.12
04/12/1961;3,4;11,4;0.0;25,6;20.1;14;57.3;42.0;2,7;0.0;76.1
05/12/1961;4,3;12,1;0.0;26,8;21.4;16,8;59.8;34.0;3,3;0.0;76.1
06/12/1961;4,3;12,2;0.0;28;22.6;18,4;63.0;48.0;3,3;0.0;76.1
07/12/1961;3,9;12,2;0.0;30,8;23.7;17,8;63.0;47.0;0,3;0.0;76.1
08/12/1961;3,6;11,4;0.0;32,6;25.0;18;60.5;36.0;1,3;0.0;76.1
09/12/1961;3,9;9,7;0.0;34,2;26.3;21,6;66.5;44.0;1,7;0.0;76.1
10/12/1961;3,7;3;0.0;30,2;25.2;22,4;80.5;71.0;0;0.0;76.1
11/12/1961;1,6;10,6;0.0;32,4;26.2;22,4;77.3;59.0;1,3;0.0;76.1
12/12/1961;2,5;11,9;0.0;30,8;25.1;22,6;72.8;64.0;2,7;0.0;76.1
13/12/1961;3,9;10,9;0.0;29;23.5;20,7;69.5;54.0;3;0.0;76.1
14/12/1961;3,3;12,2;0.0;32,4;25.3;19,5;68.0;52.0;2,7;0.0;76.1
15/12/1961;4;12,1;0.0;34,2;26.9;20,3;65.8;45.0;2;0.0;76.1
16/12/1961;4,3;10,9;0.0;35,3;27.9;24;70.0;46.0;1,7;0.0;76.1
17/12/1961;4,3;5,7;3.4;30,1;25.4;23,2;77.8;60.0;2;1.001.969.696.969.690;77.24
18/12/1961;2,7;11,6;5.2;30,8;25.8;22,2;75.5;64.0;2;14.649.253.731.343.200;77.85
19/12/1961;2,7;11,9;0.0;35,3;28.2;21,5;70.3;62.0;0,7;0.0;76.1
20/12/1961;3,4;2,9;0.0;29,7;25.3;22,6;81.8;69.0;0,7;0.0;76.1
21/12/1961;1,9;0;29.0;23,2;21.2;20,4;91.3;90.0;3,7;11.926.576.576.576.500;85.83
22/12/1961;1;6,5;0.2;31,2;24.5;20,6;81.5;65.0;0,3;0.6392156862745099;76.17
23/12/1961;1,6;3,4;26.5;28,8;23.7;22,1;71.5;72.0;1,7;7.671.052.631.578.940;85.0
24/12/1961;2,4;12,3;27.2;27,1;21.6;16,5;58.3;45.0;1;7.016.637.168.141.590;85.23
25/12/1961;3,2;12,3;0.0;29,6;22.7;15,9;50.8;38.0;1,7;0.0;76.1
26/12/1961;4;12,1;0.0;29,9;23.9;16,4;68.3;51.0;3,3;0.0;76.1
27/12/1961;3,4;12;0.0;33,3;27.4;22;63.0;51.0;0,3;0.0;76.1
28/12/1961;3,6;9,4;0.0;33,9;25.3;22;74.8;46.0;2,3;0.0;76.1
29/12/1961;2,7;5,4;18.3;24,5;21.9;20,6;74.8;67.0;3,7;5.977.467.248.908.290;82.24
30/12/1961;2,8;9,9;0.0;25,2;20.6;16,6;60.5;42.0;3,3;0.0;76.1
31/12/1961;3,6;12,2;0.0;27,3;22.0;15,7;60.3;46.0;4,7;0.0;76.1
01/01/1962;4,5;7,2;0.0;30,1;24.7;19,9;66.5;55.0;2,3;0.0;76.1
02/01/1962;3,2;0,9;0.2;25,4;23.0;22;84.0;72.0;1,3;0.7000000000000001;76.17
03/01/1962;2;12,2;1.1;27,2;22.3;18,6;54.0;38.0;3;25.493.562.231.759.600;76.47
04/01/1962;4,6;12,4;0.0;28,6;21.8;14,8;53.8;38.0;1,3;0.0;76.1
05/01/1962;4,2;12,2;0.0;33,3;25.2;16,4;51.0;35.0;0,7;0.0;76.1
06/01/1962;5,1;12,1;0.0;34,8;26.8;21,2;61.3;38.0;0,7;0.0;76.1
07/01/1962;4,5;4,7;0.0;29,2;25.3;22,4;76.3;61.0;0,7;0.0;76.1
08/01/1962;1,2;10,3;0.1;31,8;25.4;21;73.3;54.0;1,3;0.27765151515151515;76.14
09/01/1962;2,7;12,2;0.0;33,8;27.0;21;67.3;46.0;1;0.0;76.1
10/01/1962;4;11,2;0.0;28,1;24.4;22,6;72.3;63.0;3,3;0.0;76.1
11/01/1962;3,4;10,8;0.0;29,3;23.7;18,6;66.5;54.0;5;0.0;76.1
12/01/1962;3,6;9,7;0.0;30,3;24.5;21,2;72.3;63.0;3,3;0.0;76.1
13/01/1962;3,4;12,1;0.0;33,6;27.1;21,6;72.8;56.0;2,7;0.0;76.1
14/01/1962;2,6;0;35.5;27,2;23.5;22,4;91.8;79.0;2;13.301.632.653.061.200;88.02
15/01/1962;1,2;12,3;19.1;23,6;19.5;16,4;61.5;47.0;1,7;57.300.000.000.000.000;82.51
16/01/1962;3,2;11,6;0.0;25,5;19.9;13,2;60.3;48.0;1,3;0.0;76.1
17/01/1962;3,4;12,3;0.0;29,3;22.5;15,6;64.0;47.0;1;0.0;76.1
18/01/1962;3,3;11,2;0.0;30,6;24.0;18;69.8;56.0;0,7;0.0;76.1
19/01/1962;3,4;10,4;0.0;28,4;23.9;20,2;73.8;61.0;3;0.0;76.1
20/01/1962;3,2;9,6;0.0;29,2;24.1;20,2;65.5;49.0;4,3;0.0;76.1
21/01/1962;4,1;5,2;0.0;28,5;24.2;22,1;73.8;57.0;1;0.0;76.1
22/01/1962;2,6;9;0.0;33,8;26.6;20,8;64.0;49.0;1,3;0.0;76.1
23/01/1962;3,2;7;1.0;29,5;26.3;21,8;70.5;60.0;1,7;25.824.175.824.175.800;76.44
24/01/1962;3,4;4,3;0.0;28;24.9;24;75.5;68.0;1,7;0.0;76.1
25/01/1962;2;7,8;0.0;27,5;22.7;18,2;71.5;58.0;2,7;0.0;76.1
26/01/1962;3,4;10,1;0.1;26,2;22.2;20,4;76.0;66.0;6,3;0.32758620689655177;76.14
27/01/1962;2,9;11,1;0.0;28,6;23.2;19;61.5;46.0;3,7;0.0;76.1
28/01/1962;4;10,6;0.0;29,6;23.5;17,8;64.5;49.0;2,7;0.0;76.1
29/01/1962;3,3;10,4;0.0;30,3;24.3;19,6;68.5;52.0;3,7;0.0;76.1
30/01/1962;3,5;10,4;0.0;29,2;24.1;21;69.0;51.0;4;0.0;76.1
31/01/1962;4;3,9;0.0;26,3;22.8;20,2;70.3;62.0;3,3;0.0;76.1
01/02/1962;3,3;11;0.0;29,2;23.4;18,4;61.3;42.0;2,3;0.0;76.1
02/02/1962;4,3;10,7;0.0;30,7;24.5;19,6;69.8;55.0;3;0.0;76.1
03/02/1962;3,4;0;0.0;25,8;23.1;21,6;88.5;77.0;0,7;0.0;76.1
04/02/1962;0,7;3,6;9.4;25,7;21.9;20;87.0;79.0;3;357.117.903.930.131;79.26
05/02/1962;1,5;11;5.7;27,4;22.8;18,6;73.5;53.0;2;17.602.941.176.470.500;78.02
06/02/1962;2,7;5,8;0.0;26,2;21.5;18,5;83.3;75.0;2,3;0.0;76.1
07/02/1962;1,7;8,9;0.0;27,1;21.4;17,4;75.3;57.0;0,7;0.0;76.1
08/02/1962;2,4;7,3;0.0;25,8;21.9;17,6;70.0;56.0;0,3;0.0;76.1
09/02/1962;2,5;10,3;0.0;28;22.7;19,6;73.0;54.0;2,7;0.0;76.1
10/02/1962;2,8;9,6;0.0;28,4;23.1;18;68.8;54.0;3,3;0.0;76.1
11/02/1962;3,7;5,4;0.0;28,9;23.9;20,4;74.0;60.0;5;0.0;76.1
12/02/1962;2,7;8,9;0.0;29,6;24.8;22;75.5;60.0;1,7;0.0;76.1
13/02/1962;2,4;9,9;0.0;29,5;24.1;20,2;72.3;58.0;1,7;0.0;76.1
14/02/1962;2,9;11;0.0;32,5;25.7;19,2;75.5;61.0;1,3;0.0;76.1
15/02/1962;2,6;5,7;5.2;29,7;24.2;20,6;80.8;69.0;1,3;16.673.015.873.015.800;77.85
16/02/1962;1,4;11,2;8.8;34,7;26.1;19,8;61.0;32.0;0,7;1.980.811.808.118.080;79.06
17/02/1962;5;0;0.0;28,5;23.7;21,4;87.8;64.0;1,3;0.0;76.1
18/02/1962;2;7;9.4;24,7;21.0;19,6;67.8;63.0;3,3;28.969.090.909.090.900;79.26
19/02/1962;2,2;11,5;0.0;25,6;19.4;12,6;57.0;44.0;1,3;0.0;76.1
20/02/1962;3,1;10,8;0.0;32,8;23.5;14;65.5;48.0;1,3;0.0;76.1
21/02/1962;3,8;6,7;0.0;31,3;26.2;22,2;60.5;53.0;2,3;0.0;76.1
22/02/1962;4,8;10,5;0.0;33,1;26.1;21;64.8;48.0;1,3;0.0;76.1
23/02/1962;4;4,7;0.0;25,8;22.5;21,2;66.5;59.0;4;0.0;76.1
24/02/1962;2,6;10,8;0.0;27,1;21.5;17,2;55.8;37.0;0,7;0.0;76.1
25/02/1962;4;11,1;0.0;25,8;19.6;15,1;59.5;39.0;2,7;0.0;76.1
26/02/1962;3,5;11,4;0.0;25,2;19.3;14,6;62.0;45.0;2;0.0;76.1
27/02/1962;3,7;11;0.0;29;22.2;15,4;65.0;44.0;5,3;0.0;76.1
28/02/1962;3,9;0,2;0.0;27,3;22.6;19,5;74.5;58.0;2,3;0.0;76.1
01/03/1962;2,2;5,8;0.0;30,4;25.4;21;68.0;53.0;1,3;0.0;76.1
02/03/1962;3,2;10,7;0.0;31,2;24.0;19;73.0;54.0;3;0.0;76.1
03/03/1962;3;10,6;0.0;32,6;24.5;18,5;72.3;48.0;2;0.0;76.1
04/03/1962;3,1;8;0.0;34,4;25.9;21,3;73.8;44.0;0,7;0.0;76.1
05/03/1962;3,1;9,4;3.4;33,1;24.8;21,2;74.0;51.0;1;9.751.937.984.496.120;77.24
06/03/1962;2,9;10,9;1.5;30,8;24.6;21,3;69.5;60.0;1,3;4.072.265.625;76.61
07/03/1962;3,2;10,9;0.0;34,5;24.9;17,6;54.0;32.0;2,3;0.0;76.1
08/03/1962;4,8;10,9;0.0;30,3;23.5;19;63.0;42.0;1,3;0.0;76.1
09/03/1962;3,7;8,1;0.0;36;25.4;19,1;73.5;45.0;1,7;0.0;76.1
10/03/1962;3,2;2,2;36.4;24,8;22.3;21,1;85.8;78.0;2,7;13.403.948.497.854.000;88.32
11/03/1962;1,4;9,2;1.2;25,6;21.2;18,8;76.5;60.0;1,3;4.135.135.135.135.130;76.51
12/03/1962;2,4;10,3;0.0;25,6;20.7;16,1;61.8;45.0;3,7;0.0;76.1
13/03/1962;4,1;8;0.0;25,4;21.0;16,5;64.8;54.0;2;0.0;76.1
14/03/1962;3;8,2;0.0;25,9;20.8;16,9;70.5;52.0;3,7;0.0;76.1
15/03/1962;3,1;4,5;0.3;26,2;21.0;16,8;80.3;64.0;4,3;1.095;76.2
16/03/1962;2,8;0;0.3;24,9;22.5;21,2;87.8;81.0;5;11.208.510.638.297.800;76.2
17/03/1962;1,2;8,7;1.2;31,2;24.3;19,8;79.0;63.0;0,7;37.470.355.731.225.200;76.51
18/03/1962;2,3;5,4;0.0;29,8;24.6;20,8;79.8;75.0;0,3;0.0;76.1
19/03/1962;1,5;4,7;1.0;30;22.4;18;84.3;66.0;0,7;36.025.641.025.641.000;76.44
20/03/1962;1,5;8,4;9.4;30,3;24.2;18,8;74.3;59.0;2;27.715.079.365.079.300;79.26
21/03/1962;2,6;7,5;0.0;31,6;25.9;20,7;67.3;54.0;0,7;0.0;76.1
22/03/1962;3,4;9,2;0.0;31;23.1;19;68.3;37.0;1,3;0.0;76.1
23/03/1962;3,5;8,6;0.0;27;22.0;18;71.8;51.0;1,3;0.0;76.1
24/03/1962;2,9;9,4;0.0;30,7;23.8;19;79.3;54.0;2,3;0.0;76.1
25/03/1962;2,7;8,9;0.0;34,3;26.5;19,7;68.0;50.0;0,7;0.0;76.1
26/03/1962;3,5;2,8;0.0;33;25.5;23,2;84.0;64.0;0;0.0;76.1
27/03/1962;1,9;4,6;20.3;31,6;24.5;21,5;86.5;68.0;0,7;6.886.078.431.372.540;82.91
28/03/1962;1,7;4;0.5;29,1;24.1;21,8;88.5;71.0;2;17.629.482.071.713.100;76.27
29/03/1962;1,2;0,4;10.2;27,5;24.4;22;85.5;78.0;0,3;3.433.464.566.929.130;79.53
30/03/1962;1,3;9,2;0.0;28,7;23.9;21,5;78.8;64.0;0,7;0.0;76.1
31/03/1962;2;7,2;0.0;30,6;24.4;20,6;85.3;66.0;0;0.0;76.1
01/04/1962;1,5;8,4;0.0;31,1;26.1;22;76.5;64.0;0,3;0.0;76.1
02/04/1962;1,9;0,6;0.0;26,5;21.7;19,4;91.8;78.0;2;0.0;76.1
03/04/1962;1,1;1,3;4.1;22;18.3;17;74.8;59.0;1,3;15.890.155.440.414.500;77.48
04/04/1962;1,8;9,3;0.0;24,9;18.8;12;70.0;56.0;1,7;0.0;76.1
05/04/1962;2,2;7,7;0.0;28,2;22.0;17;76.8;59.0;0,7;0.0;76.1
06/04/1962;2,1;5,4;0.0;30,1;24.7;20,4;73.5;60.0;0;0.0;76.1
07/04/1962;2,5;9,3;0.0;33,5;26.2;20,2;69.0;43.0;0,7;0.0;76.1
08/04/1962;4;0;26.8;27,2;20.5;18,5;92.5;75.0;0,7;11.530.232.558.139.500;85.1
09/04/1962;0,6;8,7;13.2;19,8;16.7;14,5;67.0;52.0;3;4.996.610.169.491.520;80.53
10/04/1962;2,4;9,7;0.0;22,7;16.3;11,4;70.5;52.0;0;0.0;76.1
11/04/1962;1,7;9,8;0.0;26,5;18.7;11,8;75.0;49.0;1,7;0.0;76.1
12/04/1962;2;9,6;0.0;27,5;20.4;14,1;75.3;56.0;0,7;0.0;76.1
13/04/1962;2;8,5;0.0;27,4;20.6;15,8;80.0;54.0;1,3;0.0;76.1
14/04/1962;1,7;5,9;0.0;25,4;20.9;16,4;79.5;64.0;2;0.0;76.1
15/04/1962;1,8;0,3;5.8;22,7;20.4;18,6;87.5;76.0;1;2.371.495.327.102.800;78.05
16/04/1962;0,8;7,1;0.4;22,4;18.6;17,3;80.5;60.0;1,3;16.428.571.428.571.400;76.24
17/04/1962;1,8;8,4;0.0;22,9;18.2;13,8;81.3;67.0;1;0.0;76.1
18/04/1962;1,4;9,7;0.0;25,6;19.5;14,7;75.8;58.0;2,7;0.0;76.1
19/04/1962;2,4;8,8;0.0;27,6;20.8;16,6;83.5;66.0;0,7;0.0;76.1
20/04/1962;1,7;9,4;0.0;26,7;20.9;17,2;81.5;62.0;1,3;0.0;76.1
21/04/1962;1,6;9,2;0.0;28,3;21.6;17,7;78.5;61.0;0,3;0.0;76.1
22/04/1962;2,3;6,8;0.0;25,8;20.3;17,8;86.5;69.0;1;0.0;76.1
23/04/1962;1,6;8,5;0.1;21,4;17.4;15,4;73.0;56.0;1,7;0.3967391304347827;76.14
24/04/1962;1,8;4,7;0.0;20,7;16.3;12,2;75.8;62.0;1,3;0.0;76.1
25/04/1962;1,6;4,1;0.0;20,9;17.4;13,6;77.0;67.0;1,7;0.0;76.1
26/04/1962;3,2;6,6;0.0;19,2;15.2;13,9;66.3;56.0;2;0.0;76.1
27/04/1962;0,9;9,1;0.0;18,3;13.4;9;62.5;44.0;4;0.0;76.1
28/04/1962;2,9;8,4;0.0;20,3;14.0;9,7;76.0;57.0;1,3;0.0;76.1
29/04/1962;1,7;8,1;0.0;23,6;16.5;10,1;74.5;57.0;2;0.0;76.1
30/04/1962;1,7;4,9;0.0;23,2;17.2;11;81.3;68.0;0,7;0.0;76.1
01/05/1962;1,6;7,7;0.0;26,4;20.2;15;81.0;62.0;0;0.0;76.1
02/05/1962;1,7;5,8;1.0;26,2;20.6;17,2;77.5;66.0;3;3.587.962.962.962.960;76.44
03/05/1962;2;9,3;1.0;20,3;15.0;13,2;61.5;45.0;2;384.375;76.44
04/05/1962;3,2;9,2;0.0;20;13.1;8,2;66.0;43.0;0,7;0.0;76.1
05/05/1962;2,6;8,9;0.0;22,4;15.7;9,2;64.8;46.0;1,7;0.0;76.1
06/05/1962;2,7;9,1;0.0;21,2;13.7;9,1;66.8;46.0;3;0.0;76.1
07/05/1962;2,8;9,1;0.0;19,2;12.6;7,8;75.3;59.0;0,3;0.0;76.1
08/05/1962;1,4;7,4;0.0;20,6;14.2;8;70.3;44.0;2;0.0;76.1
09/05/1962;2,3;9;0.0;23,8;17.0;12,9;68.3;45.0;1;0.0;76.1
10/05/1962;2,6;9;0.0;25,6;17.1;10,4;71.8;51.0;0,3;0.0;76.1
11/05/1962;2;0;0.0;19,4;16.6;13,6;87.5;77.0;0;0.0;76.1
12/05/1962;0,6;8,3;0.0;24,8;17.5;12,4;84.5;64.0;0,3;0.0;76.1
13/05/1962;1,3;8,7;0.0;25,1;17.5;11,4;76.5;59.0;0;0.0;76.1
14/05/1962;1,4;8,8;0.0;25,8;17.1;12,4;82.8;54.0;0;0.0;76.1
15/05/1962;1,5;7;0.0;26,4;18.8;11,9;73.3;56.0;0,3;0.0;76.1
16/05/1962;1,8;7,7;0.0;27,2;18.2;14,5;85.0;56.0;1;0.0;76.1
17/05/1962;1,9;0,8;3.8;16,7;12.6;11,1;80.3;59.0;1;22.436.764.705.882.300;77.38
18/05/1962;1,1;8,9;0.0;19,2;12.2;9;77.3;52.0;0,7;0.0;76.1
19/05/1962;1,3;5,3;0.0;20,9;13.6;5,6;87.5;72.0;0;0.0;76.1
20/05/1962;0,2;0;3.9;18,6;16.6;14,7;96.3;89.0;0;21.339.204.545.454.500;77.41
21/05/1962;1;0;0.1;18,7;17.6;15,5;98.3;97.0;0;0.5284946236559139;76.14
22/05/1962;0,2;4,3;1.7;22,5;18.7;16,6;91.3;82.0;0,3;7.878.680.203.045.680;76.67
23/05/1962;1,1;7,8;0.0;19,3;15.4;13,6;81.3;66.0;3;0.0;76.1
24/05/1962;1,3;7,1;0.0;20,3;13.7;10,4;87.5;63.0;0,3;0.0;76.1
25/05/1962;0,9;6,2;0.0;19,6;13.0;8,4;84.3;65.0;0;0.0;76.1
26/05/1962;1,4;2,1;0.0;18,8;14.8;11,4;82.8;68.0;0;0.0;76.1
27/05/1962;0,8;0;0.0;15,5;13.9;12,4;97.0;84.0;0;0.0;76.1
28/05/1962;0,3;5,2;8.0;15;11.3;10,1;67.5;51.0;1,3;4.390.243.902.439.020;78.79
29/05/1962;2,2;4,8;0.0;11,8;8.4;4,6;71.8;60.0;2,7;0.0;76.1
30/05/1962;2;3,3;0.0;13,5;9.8;7,3;88.5;70.0;2;0.0;76.1
31/05/1962;0,8;8,3;2.9;16,9;10.7;5,6;87.3;75.0;0,7;21.638.461.538.461.500;77.08
01/06/1962;1;8,9;0.0;20,2;13.3;6,9;76.8;55.0;0;0.0;76.1
02/06/1962;1,7;0;4.5;16,5;14.8;12,8;95.5;79.0;0,7;27.199.367.088.607.500;77.61
03/06/1962;0,7;9;9.2;16,8;12.5;9,4;67.5;51.0;3;46.0;79.19
04/06/1962;1,8;8,4;0.0;18,1;10.2;5,2;78.5;51.0;0;0.0;76.1
05/06/1962;1,1;8,7;0.0;20,3;11.1;5;81.3;60.0;0;0.0;76.1
06/06/1962;1,2;8,7;0.0;19,6;11.7;6,1;86.8;65.0;0,3;0.0;76.1
07/06/1962;0,9;7,2;0.0;20,8;13.3;7,8;85.3;66.0;0;0.0;76.1
08/06/1962;0,8;0;0.0;14,7;13.6;12,4;97.8;88.0;0,7;0.0;76.1
09/06/1962;0,3;0,3;0.9;16,2;14.1;13,4;95.5;92.0;1,3;5.692.052.980.132.450;76.4
